종목명,제목_전처리,sentiment_binary
효성중공업,효성이 정치주인가요,1
효성중공업,주가 만원 향해 달린다,1
효성중공업,효성 주가 전망 차트분석 가격 개만 보면 되네,1
효성중공업,이런 장에도 잘 버티네,1
효성중공업,세상에 이런 일이 효성 효성중공업 시총,1
효성중공업,왜지 왜 버티지,-1
효성중공업,효성화학만 아니면 두산도 제꼈을텐데,1
효성중공업,전 두사의 절반이래두 좋을거 같아요,1
효성중공업,만 이하로 떨어지면 줍줍,1
효성중공업,K 그리드 주가 핫한 이유,1
효성중공업,올해 국장은 지주사의 해,1
효성중공업,고배당주,-1
효성중공업,신용 급매물,-1
효성중공업,아 만전자 따라가나,1
효성중공업,오후에,-1
효성중공업,효성을 선택한 이유,1
효성중공업,민주당,-1
효성중공업,반등 갑니다 꽉잡으시오,1
효성중공업,반등하는데,-1
SK,텨라,-1
SK,동시호가 억 머야 블록딜,1
SK,과태료내고 자사주소각 안하겠네,1
SK,일몰기한 년 배당분리과세 법안이,1
SK,뭔가 착각을 단단히 하고 있는,1
SK,과태료 천이면 앞으로 이사진 연봉 천만큼 더,1
SK,상법 개정 너무 실망스럽네,1
SK,개태원이는 비됴 테이프나 만들어라,1
SK,민주당 정신 못 차렸네,-1
SK,자사주소의무화 법안 어길시 개인 과태료,1
SK,자사주 소각 및 배당분리과세 SK지주,1
SK,자사주소각의무화 확정,1
SK,저거 저,-1
SK,이런 뉴스에도 왜 안 뜨죠,1
SK,복상사 기원글 누가 지웠누,1
SK,년간 적정가,-1
SK,전과범 지 배때기 불릴 생각만 한다,1
SK,개태원의 SK 그룹주,1
SK,에라이,-1
SK,램가격이 배 올랐음,1
SK,입가에미소,-1
SK,상승률 보다 하락률이 더높다,1
SK,두산,-1
SK,이재명대통령 귀국하면 최태원 회장 끝,1
SK,Sk에 투자할거면 그냥 코스피를,1
SK,외인 기관들이 쌍끌이 매수하는데,1
SK,계엄령 연상케한 한화생명 주총 주주,1
SK,주식은 아주 단순한 질문이다,1
SK,밑에 PBR 라는 글에,1
SK,민주없는 민주당은 약속대로,1
SK,SK,-1
SK,최가 망한다,-1
SK,정부 화나게 한 최태원 입덕에,1
SK,최태원 입이 공정위 열받게 했네,1
SK,SK PBR PER,1
SK,왜 안믿는가,-1
SK,다음주 야당주최 상법개정토론회,1
SK,자사주 소각 의무화 되어야 한다,1
SK,겂 상실한듯,-1
SK,지들필요한건 순삭으로 법률통과 나머지는 하는둥,1
SK,배당소득분리과세가 개정되면,1
SK,배당소득분리과세 월,1
SK,제퍼슨 연준 부의장 현 시장 닷컴버블과 달,1
SK,투자를 돌아보다,-1
SK,마이크론 급락 후 상승 마감,1
SK,장후 nxt서 담으신 분 축하드립니다,1
SK,주주구성,-1
SK,자사주의무소각 내년,1
SK,엔비디아 오르네,-1
SK,자사주소각과 배당이 기대됨,1
SK,최태원이 승자다,-1
SK,자사주소각관련 윤곽이,1
SK,차 상법개정 내년초로 가닥나오네요,1
SK,월가는당분간 숏에베팅중,1
SK,자사주 소각하라,-1
SK,자사주나 빨리 소각해라,1
SK,개잡주 만원 간다,1
SK,오를땐 소외주 떨어질땐 성장주,1
SK,야 이거는 뭐먹고 사나,1
SK,믿고간다,-1
SK,SK 보유지분 수급 현황,1
SK,어 반등이다,-1
SK,투자자보호를 위한 첫 걸음을 시작 했습니다,1
SK,담주 탈출 못하면 찐 하락,1
SK,대표이사가 최태원인데,1
SK,점점 더 멀어져가네,1
SK,순이익조 가까인데 시총이 조 면,1
SK,상법 통과일,-1
SK,Sk,-1
SK,제일 그지 같은건,-1
SK,원 깨지지 않길,-1
SK,염소이사 나왔다,-1
SK,프매세팅보니 오늘은 대부분이 종가 최저가,1
SK,진짜 거지 같은건,-1
SK,전과범 일당이 주가 만원 드립 칠때가 만,1
SK,간만 기관 외인이 뭉쳤네,1
SK,월요일 마감 화요일 마감,-1
SK,역시 코스피,-1
SK,다음주에 상승장이 왔다고 할때,1
SK,하락시에는 등 회사,1
SK,오늘같은 폭락장에 갈래로 나누어진 개미들,1
SK,외인 개관 프매에 줄줄흐른다,1
SK,소버린 형님들 그립습니다,1
SK,cj 부럽네요,-1
SK,다시왓습니다 같이존버해요,1
SK,무엇이 제일 빠를까,1
SK,상법게정 빨리 안하면 역풍씨게 맞는다,1
SK,역시 개잡주,-1
SK,최태원의 행태를 보면 하루빨리 차 상,1
SK,자사주소각,-1
SK,남의 불행은 나의 행복,1
SK,대겹 오너중에,-1
SK,코스피 체력이 약한게 문제,1
SK,근데 스톡옵션이나 우리사주를 위한 자사주는,1
SK,기사 떴네요 차상법개정으로 sk 시총,1
SK,아니,-1
SK,민주당 지방선거 포기함,-1
SK,태워이를 믿나,1
SK,하이닉스 스퀘어와 묶임,1
SK,전과범 들고 주인행세 혐오스럽다,1
SK,다른 주식은 많이 올랐어서 떨어진다고 치자,1
SK,오늘같은날 연기금이 구원투수해야하는데 오히려 뇌,1
SK,남들 오늘때는,1
SK,이SK 는 AI 보다는 상법개정이 더 중요한 호재,1
SK,일선 다깨고 일보너가네 일단 초반까,1
SK,바겐세일 희망회로,1
SK,자시주소각 끝,-1
SK,더 빠지쥬,-1
SK,개미들 이것때매 잘 속아서 낚여 올라오는,1
SK,이sk는 하닉 오를 때 쥐 만큼 오르더니,1
SK,지금이 기회야 최 씨태원아,1
SK,내참 어이가 없냉 무슨 이슈가 이리없나,1
SK,천운을 타고난,-1
SK,오늘 종가예감 약보합 최태원회장님,1
SK,나이수,-1
SK,로 시작이군요 언제즘,1
SK,이상 하락했어요,-1
SK,개스피 깨지네,-1
SK,공포에 매수하고 환희에 매도하라,1
SK,오늘 스크는 상관없다,1
SK,오늘은 까지 밀린다,1
SK,최가 오늘 복상사 가능할까요,1
SK,오늘 죽었네 미증시 대폭락,1
SK,오늘보다낼이무셔,1
SK,태원아 우리가 많은걸 바라는게 아니여,1
SK,AI 요약 SK 주 의 자회사 SK이노,1
SK,달력 경영수첩 없애지 말고,1
SK,sk 주가가 못가는 이유는,1
SK,이야 한번에 이렇게나 많이,1
SK,자사주소각법안,1
SK,장 좋다 오늘은 보합마감하자,1
SK,무슨 유성꼬리도 아니고,1
SK,코스피 떨어질땐,-1
SK,오늘 꼬라지보니,-1
SK,CJ 지주를 올라타야되었구먼,1
SK,퐁퐁이는 첩데리고 산에드가 살아라를 글,1
SK,우리나라는 기업하기 졸나게 좋은 나라,1
SK,이재명대통령에게 DM보내기 운동,1
SK,소외된기분,-1
SK,분식회계 횡령 전과범 대한상의회장 OUT,1
SK,원을 향하여,-1
SK,행동주의 펀드가 들어와서 난리쳐주길 바라는 종목,1
SK,우리가 기댈 언덕은,1
SK,CJ 탐방 가 봐라 뭐가 부족해서,1
SK,총수 일가 상장사 미등기임원 꼼수 늘어 개정,1
SK,SK 하이닉스 성공시킨거 정도면,1
SK,주가가 오르지 못하는이유,1
SK,SK PER 그리고 PBR,1
SK,음봉이야,-1
SK,다른 기업은 UAE 갔는데,1
SK,SK는 최태원이 악재,1
SK,떨어질땐 등 오를땐 빌빌,1
SK,자사주소각해도,1
SK,와 퍼를 한방에,1
SK,개잡주,-1
SK,노선을 잘못 잡은거 같은데,1
SK,불길에 기름 부어라,1
SK,대통령에 반기드는 퇴원아,1
SK,이 그ji가튼 주식은,1
SK,Sk 향후 주가 전망,1
SK,와우 엔비디아 실적 사상최대 에헤라디야,1
SK,태원이 숙제 가지,-1
SK,SK주가 최대문제는 최태원의 마인드,1
SK,여기 자사주 소각 입장은 아래와 같네요 결,1
SK,진짜 주주들 끼리 힘을 모아야 한다,1
SK,외인 기관이 쌍끌이 하는데 어찌 개인물량을,1
SK,가는거가,-1
SK,만이라도 제발 가라 좀,-1
SK,Sk지주사로서,-1
SK,주가만,-1
SK,태원이 대통령에게 반기드네,1
SK,낼 새벽 엔비디아 실적 발표에 실망이면 낼,1
SK,혁신,-1
SK,최가 태원아,-1
SK,SK 년 PER,-1
SK,전과 범 능력 없으면 기어 내려와라 인성,1
SK,SK 수급 동향,-1
SK,sk 는 제일 아쉬운게,1
SK,정신 이상자,-1
SK,코스피 보합간다 전고점 찍자,1
SK,다들 안좋은데 저는 반대로,1
SK,엠비디아 실적 나오면 반도체 대폭락 예견,1
SK,상투잡았네 으악,1
SK,이sk는 정부한테 혜택 받은 것도 있으면서,1
SK,이거지,-1
SK,월일 주가 만원할때도 글 썼지만,1
SK,하시닉스 반등하면 안되는데,1
SK,최회장은 조정장에 자사주 소각발표하면,1
SK,일선 지지여부 보고 매수,1
SK,SK 땡큐,-1
SK,sk 지주사 상승모멘텀 만원 전망,1
SK,년전,-1
SK,단독 금산분리 완화 SK 공장 자금,1
SK,시국이 풍전등화 입니다 나스닥이,1
SK,넥스트에서 저점 이탈하고 후반영 할라고,1
메리츠금융지주,빈대인 리스크 지속중,1
메리츠금융지주,이번주 발의 되는 자사주 소각 배당 분리과세,1
메리츠금융지주,국민들은 사법질서 무너뜨린 법무장관 규탄한다,1
메리츠금융지주,한 미 관세협상 성공적이라는데 우리 경제에는,1
메리츠금융지주,배당락일이 어제인데 왜 오름,1
메리츠금융지주,배당금 받을려고 사봤다가,1
메리츠금융지주,다음주 자사주소각 차 상법개정안 발의 예정입,1
메리츠금융지주,마지막분전에 만주 먼가요,1
메리츠금융지주,배당,-1
메리츠금융지주,금융지주 만원가능한부분입니다,1
메리츠금융지주,빈방회장님,-1
메리츠금융지주,장 요약 목표주가 상향 사상최,1
메리츠금융지주,은행주중에서 배당분리과세 해당이 되는지 안되는,1
메리츠금융지주,배당분리과세 자시주 소각 중복수혜 받는 유일한,1
메리츠금융지주,대형주,-1
메리츠금융지주,대한민국 핵포탄급 사건 발생하다,1
메리츠금융지주,좀 더 살걸,-1
메리츠금융지주,모간 진득히 사,-1
메리츠금융지주,자사주 소각 배당분리과세 유일하게 중복되는 저,1
메리츠금융지주,이상 상승했어요,-1
메리츠금융지주,월 자사주 소각 배당 분리과세 중복 수혜,1
메리츠금융지주,흔들리는 시장속에서도 꽃 피울 BNK,1
메리츠금융지주,장 요약 은행 섹터 강세 순이,1
메리츠금융지주,모간은 참 맘에안들어,1
메리츠금융지주,년도 배당알고싶은데 아직 안떳나요,1
메리츠금융지주,AI 요약 BNK금융지주 년 분,1
메리츠금융지주,부산 해양금융 기회다,-1
메리츠금융지주,장 요약 분기 어닝서프라이즈,1
메리츠금융지주,새로운 리서치가 있어요,1
메리츠금융지주,AI 요약 BNK금융지주 년,1
메리츠금융지주,입성,-1
메리츠금융지주,빈씨리스크로 연기금이 두둘겨 패는중,1
메리츠금융지주,부산일보 국제신문 빈대인 하수인짓거리,1
메리츠금융지주,빈대인은 사퇴해라,1
메리츠금융지주,빈방 리스크,-1
메리츠금융지주,이 좋은 장에,-1
메리츠금융지주,또처내리네,-1
메리츠금융지주,소문이 맞나요,-1
메리츠금융지주,이렇게도 안가나 물타기에 지쳐 간다,1
메리츠금융지주,주주로써 빈대인이 창피하다,1
메리츠금융지주,세대는 이재명정부 정책에 분노한다,1
메리츠금융지주,지역 인뱅 금융 bnk jb im 카뱅 분,1
메리츠금융지주,매수적기,-1
메리츠금융지주,머이니,-1
메리츠금융지주,무슨 사고쳤남,-1
메리츠금융지주,드디어 등 하는구나,-1
메리츠금융지주,또내리네,-1
메리츠금융지주,BNK금융지주 년 분기 경영실적 및,1
메리츠금융지주,기관 금융 풀매 미쳤네,1
메리츠금융지주,넥스트장에서 상승 좋네요,1
메리츠금융지주,장 요약 회장 선임 연임 가능,1
메리츠금융지주,언론에서 본 빈대인,1
메리츠금융지주,빈대인 임추위 공정성 논란,1
메리츠금융지주,기관 매집이유 그럼에도 떨어지는 이유,1
메리츠금융지주,악재있음,-1
메리츠금융지주,분기 배당은 없나여,1
메리츠금융지주,기관 금융 풀로매수때리네,1
메리츠금융지주,합병 후,-1
메리츠금융지주,정말 뻔뻔 이 정도인데 행안부장관 경질,1
메리츠금융지주,하락,-1
메리츠금융지주,풀매수 기관 풀매도 외인,1
메리츠금융지주,드디어 목표가 만원 등장,1
메리츠금융지주,매수,-1
메리츠금융지주,BNK금융지주 주가 전망 차트분석 단기 지지,1
메리츠금융지주,또장난질이군,-1
메리츠금융지주,최신AI가 분석한 BNK금융지주 분석내용,1
메리츠금융지주,시 시까디,-1
메리츠금융지주,입성 신고,-1
메리츠금융지주,BNK금융 경영진이어 이사회 물갈이 빈대,1
메리츠금융지주,년초 BNK금융지주 회장 선출에 대,1
메리츠금융지주,종합주가지수는,-1
메리츠금융지주,분기 배당락일 언제인가요,1
메리츠금융지주,은행 엄청오르네,-1
메리츠금융지주,몰라서 물어봅니다,-1
메리츠금융지주,은행은 늘 비슷해,1
메리츠금융지주,배당입금완,-1
메리츠금융지주,BNK금융지주 증권사 리포트,1
메리츠금융지주,자사주,-1
메리츠금융지주,배당 궁금한게,-1
메리츠금융지주,BNK금융지주 에라이,1
메리츠금융지주,금융주 CIR 판관비 비교 압도적 위,1
메리츠금융지주,올해도 은행주중 주주환윈율 또 꼴찌,1
메리츠금융지주,오늘 하락 이유,-1
메리츠금융지주,BNK,-1
메리츠금융지주,음 여긴 진짜 끝이군,1
메리츠금융지주,외국인 공매도 편에 선 이재명 정부,1
메리츠금융지주,원칙없는 증권거래세 원복 반대 청원,1
메리츠금융지주,징글징글하네,-1
메리츠금융지주,리죄명 사기극,-1
메리츠금융지주,다른 곳은 다 천만원 대출인데 BNK에서 천,1
메리츠금융지주,BNK금융지주 보다 시디즈 무증발표,1
메리츠금융지주,한국에 대사관 개 있네,1
메리츠금융지주,SecureDrop,-1
메리츠금융지주,부산 강서구 미음산단로번길,1
메리츠금융지주,배당소득 분리과세 청원,1
메리츠금융지주,일간 흐름을 보기 쉽게 정리해봤어요,1
메리츠금융지주,주주환원 정책 기반 밸류에이션 산출,1
메리츠금융지주,목표 cet비율 달성의 의미,1
